FID,Shape,latitude,longitude,hwmTypeNam,hwmQuality,Uncertainty,approvalMe,markerName,site_no,siteDescri,stateName,hwm_id,waterbody,hwm_qualit,hwm_locati,survey_dat,elev_ft,Flood,hwm_enviro,flag_date,stillwater,Curvature,Altitude,Storm surge,Wind speed,Rain,Soil moisture,Slope_Asp,Impervious,Flow accumulation,TWI,Slope,Distance to river,Distance to storm track,Distance to sea,HAND
15,Point,40.548941,-74.58582,Debris,Fair: +/- 0.20 ,0.2,Sally Carullo,Stake,NJSOM31740,"Marketplace at Manville shopping center in Manville, NJ",NJ,41522,Raritan River,3,Light woody grassy debris line in mulch at shopping center entrance on McDonalds side,9/20/2021 4:00,46.5,0,Riverine,9/15/2021,0,-213993000,13.9978,1.47573,28.5699,0.010148,0.430111,0.242479,74,29,-2.43183,1.81055,0.001775,0.441508,0.321018,7.60804
16,Point,40.549187,-74.586376,Mud,Good: +/- 0.10 ,0.1,Sally Carullo,Not marked,NJSOM31740,"Marketplace at Manville shopping center in Manville, NJ",NJ,41523,Raritan River,2,Clear mud line on glass door of Crossroad Motors building.,9/20/2021 4:00,49.2,3.6,Riverine,9/15/2021,0,3271590000,14.0069,1.47573,28.5699,0.010148,0.430111,286.545,69,0,-6.04162,2.23011,0.001342,0.441897,0.321612,7.83024
128,Point,40.674702,-74.214701,Seed line,Good: +/- 0.10 ,0.1,Sally Carullo,Tape,NJUNI31739,"Westminster Ave in Elizabeth, NJ",NJ,41524,Elizabeth River,2,"Seed line in fence with vinyl slats ~50 ft east of Westminster Ave, facing apartment building",9/18/2021 4:00,24,1.9,Riverine,9/13/2021,0,-1202760000,6.39776,0.816761,35.1466,0.035725,0.392925,256.149,79,10606,3.10513,2.52044,0.005267,0.460476,0.154919,4.80973
129,Point,40.675364,-74.215079,Mud,Good: +/- 0.10 ,0.1,Sally Carullo,Other (Note in Description box),NJUNI31739,"Westminster Ave in Elizabeth, NJ",NJ,41525,Elizabeth River,2,Silt line on window of corner store on Westminster Ave,9/18/2021 4:00,23.8,2.5,Riverine,9/13/2021,0,1272550000,6.39776,0.816761,35.1658,0.035461,0.392925,199.515,95,19,-1.64315,0.5487,0.005419,0.461216,0.15568,4.86228
17,Point,40.542854,-74.589487,Seed line,Good: +/- 0.10 ,0.1,Sally Carullo,Not marked,NJSOM31741,"Dakota Street and Third Avenue in Manville, NJ",NJ,41526,Raritan River,2,"Seed line in glass window, main entrance of firehouse.",9/19/2021 4:00,44.5,3.8,Riverine,9/15/2021,0,-2009950000,12.5368,1.52362,28.6018,0.010835,0.430111,72.5138,74,149,0.921471,0.316667,0.005249,0.436663,0.323466,11.1195
18,Point,40.542756,-74.588981,Seed line,Good: +/- 0.10 ,0.1,Sally Carullo,Not marked,NJSOM31741,"Dakota Street and Third Avenue in Manville, NJ",NJ,41527,Raritan River,2,Seed line on garage entrance on house on Dakota Street,9/19/2021 4:00,44.5,2,Riverine,9/15/2021,0,-526151000,13.1535,1.52362,28.6018,0.010835,0.430111,357.411,60,0,-5.21363,0.9748,0.005319,0.436429,0.322951,10.6248
19,Point,40.542779,-74.588841,Mud,Fair: +/- 0.20 ,0.2,Sally Carullo,Not marked,NJSOM31741,"Dakota Street and Third Avenue in Manville, NJ",NJ,41529,Raritan River,3,"Faint silt line on basement window on house on Dakota Street, across the driveway from HWM2",9/19/2021 4:00,44.5,1.3,Riverine,9/15/2021,0,-251311000,13.1364,1.52362,28.6018,0.010835,0.430111,307.092,60,1,-5.13067,1.79398,0.005394,0.436413,0.322817,7.98984
20,Point,40.53962,-74.591077,Mud,Fair: +/- 0.20 ,0.2,Sally Carullo,Marker,NJSOM31744,"South 6th Avenue in Manville, NJ",NJ,41531,Royce Brook,3,"Mud line on fence in back of parking lot on right side of South 6th Ave, across street from rear end of liquor store.",9/19/2021 4:00,44.5,0.8,Riverine,9/15/2021,0,-1176470000,13.3588,1.52362,28.6018,0.010835,0.430111,13.1731,83,0,-3.39674,0.950614,0.001811,0.43399,0.324469,5.89574
21,Point,40.539036,-74.591003,Seed line,Fair: +/- 0.20 ,0.2,Sally Carullo,Marker,NJSOM31744,"South 6th Avenue in Manville, NJ",NJ,41533,Royce Brook,3,"Seed line on south side of house on South 6th Avenue, marked with ink marker by homeowner, confirmed by existing seed line still on foundation",9/19/2021 4:00,44.5,1,Riverine,9/15/2021,0,1752370000,13.7372,1.52362,28.6018,0.010835,0.430111,178.827,44,0,-4.17657,0.345592,0.001227,0.433408,0.324298,4.24271
22,Point,40.53944,-74.590624,Other (Note in Description box),Poor: +/- 0.40 ,0.4,Sally Carullo,Stake,NJSOM31744,"South 6th Avenue in Manville, NJ",NJ,41534,Royce Brook,4,Wash line in garden of house on South 6th Avenue.,9/19/2021 4:00,44.7,0,Riverine,9/15/2021,0,2546890000,13.3369,1.52362,28.6018,0.010835,0.430111,233.989,61,1,-4.72914,1.20091,0.001661,0.433693,0.323992,5.30937
23,Point,40.538196,-74.590582,Seed line,Fair: +/- 0.20 ,0.2,Sally Carullo,Not marked,NJSOM31743,"South 6th Avenue and Roosevelt Avenue in Manville, NJ",NJ,41543,Royce Brook,3,"Seed line on north side of Holy Ghost Church, on middle gutter vertical drain, in between 2nd and 3rd window (from front)",9/19/2021 4:00,44.4,5.8,Riverine,9/15/2021,0,-6246100000,12.0567,1.52362,28.6018,0.010835,0.430111,201.883,59,2,-5.63025,4.42738,0.000495,0.432484,0.323743,2.41668
24,Point,40.538287,-74.590942,Seed line,Fair: +/- 0.20 ,0.2,Sally Carullo,Not marked,NJSOM31743,"South 6th Avenue and Roosevelt Avenue in Manville, NJ",NJ,41547,Royce Brook,3,Seed line on side door of home on 7th Street and Roosevelt Avenue,9/19/2021 4:00,44.4,2.4,Riverine,9/15/2021,0,1913590000,13.1605,1.52362,28.6018,0.010835,0.430111,197.224,52,0,-5.9817,2.10054,0.000477,0.432671,0.324114,2.4253
52,Point,40.577474,-74.617018,Debris,Good: +/- 0.10 ,0.1,Sally Carullo,Stake,NJSOM31435,"Brookside Ave in Somerville, NJ",NJ,41548,Peters Brook,2,"Debris in grass, approximately 15 ft from corner of bankward east side of building.",9/15/2021 4:00,58.4,0,Riverine,9/9/2021,0,208284000,17.6579,1.51776,28.26,0.00492,0.430111,222.448,57,1,-5.23181,1.98475,0.001224,0.477514,0.357944,1.00053
53,Point,40.576966,-74.616313,Debris,Good: +/- 0.10 ,0.1,Sally Carullo,Stake,NJSOM31435,"Brookside Ave in Somerville, NJ",NJ,41549,Peters Brook,2,"Debris line at entrance area to building on Brookside Ave, to right side of stairs.",9/15/2021 4:00,58.3,0,Riverine,9/9/2021,0,8223510000,18.1537,1.51776,28.26,0.00492,0.430111,224.438,22,0,-6.21652,2.65579,0.001195,0.476832,0.357131,0.659637
54,Point,40.576909,-74.616271,Seed line,Good: +/- 0.10 ,0.1,Sally Carullo,Marker,NJSOM31435,"Brookside Ave in Somerville, NJ",NJ,41550,Peters Brook,2,Seed line on foundation of building off of Brookside Avenue.,9/15/2021 4:00,58.3,0.8,Riverine,9/9/2021,0,-2795100000,17.2931,1.51776,28.26,0.00492,0.430111,209.538,22,2,-5.38212,3.45719,0.001172,0.476766,0.357076,0.803431
25,Point,40.53877,-74.583674,Seed line,Good: +/- 0.10 ,0.1,Sally Carullo,Not marked,NJSOM31742,"Huff Avenue in Manville, NJ",NJ,41551,Royce Brook,2,"Seed line on house siding on Huff Avenue, confirmed by owner",9/19/2021 4:00,44.5,2.6,Riverine,9/15/2021,0,1566010000,12.9249,1.48935,28.6018,0.010835,0.430111,28.1258,23,0,-3.39164,0.157643,0.003597,0.431139,0.317029,8.63972
26,Point,40.538,-74.584385,Seed line,Fair: +/- 0.20 ,0.2,Sally Carullo,Not marked,NJSOM31742,"Huff Avenue in Manville, NJ",NJ,41555,Royce Brook,3,"Seed line on Huff Avenue, west side of house, concrete foundation, confirmed by owner",9/19/2021 4:00,44.6,0.7,Riverine,9/15/2021,0,4990970000,13.4734,1.48935,28.6018,0.010835,0.430111,154.314,37,0,-5.01496,0.799186,0.003592,0.430594,0.3176,9.02908
27,Point,40.542482,-74.578713,Seed line,Good: +/- 0.10 ,0.1,Sally Carullo,Not marked,NJSOM31754,"Boesel Avenue and Pulaski Street in Manville, NJ",NJ,41557,Millstone River,2,Seed line on left side of right garage door jamb,9/20/2021 4:00,44.2,3.7,Riverine,9/16/2021,0,1222980000,12.2684,1.48935,28.6821,0.011934,0.430111,2.47703,35,0,-4.87825,0.697082,0.001422,0.433345,0.312803,6.82147
28,Point,40.542621,-74.577922,Seed line,Fair: +/- 0.20 ,0.2,Sally Carullo,Not marked,NJSOM31754,"Boesel Avenue and Pulaski Street in Manville, NJ",NJ,41558,Millstone River,3,Seed line on front glass door of house on Boesel Avenue. Confirmed by owner.,9/20/2021 4:00,44.6,1.9,Riverine,9/16/2021,0,1144880000,12.6606,1.48935,28.6821,0.011934,0.430111,120.742,44,0,-4.49677,0.476012,0.001221,0.433261,0.312052,6.66536
29,Point,40.543998,-74.575055,Mud,Good: +/- 0.10 ,0.1,Sally Carullo,Not marked,NJSOM31753,"Liberty Street in Manville, NJ",NJ,41559,Millstone River,2,Mud line on siding of house on Huff Avenue,9/19/2021 4:00,44.6,2.2,Riverine,9/16/2021,0,1079420000,12.9386,1.48935,28.652,0.011302,0.430111,329.361,53,0,-5.14886,0.913674,0.002231,0.433798,0.309495,7.24772
30,Point,40.536543,-74.589907,Mud,Fair: +/- 0.20 ,0.2,Sally Carullo,Tape,NJSOM31759,"429 South Main Street in Manville, NJ",NJ,41560,Royce Brook,3,Mud line on window of house on Main Street,9/20/2021 4:00,44.6,7,Riverine,9/17/2021,0,1287350000,10.9209,1.52362,28.6018,0.010835,0.430111,134.518,92,2,-4.76176,1.86072,0.000554,0.43071,0.322809,1.31349
31,Point,40.543298,-74.575992,Seed line,Good: +/- 0.10 ,0.1,Sally Carullo,Not marked,NJSOM31753,"Liberty Street in Manville, NJ",NJ,41562,Millstone River,2,"Seed line on east side of house on Boesel Avenue, on foundation and air conditioner. Confirmed by owner.",9/19/2021 4:00,44.4,1.8,Riverine,9/16/2021,0,898776000,13.017,1.48935,28.6821,0.011934,0.430111,295.747,45,0,-4.9284,0.732928,0.001526,0.433382,0.310282,7.51537
32,Point,40.536159,-74.590331,Seed line,Poor: +/- 0.40 ,0.4,Sally Carullo,Tape,NJSOM31759,"429 South Main Street in Manville, NJ",NJ,41563,Royce Brook,4,Seed line on car wash building adjacent to South Main Street,9/20/2021 4:00,44.6,7.2,Riverine,9/17/2021,0,4050660000,11.316,1.52362,28.6018,0.010835,0.430111,132.433,88,0,-5.63437,1.48452,0.001088,0.430457,0.323166,1.733
33,Point,40.542944,-74.576158,Seed line,Good: +/- 0.10 ,0.1,Sally Carullo,Not marked,NJSOM31753,"Liberty Street in Manville, NJ",NJ,41564,Millstone River,2,Seed line on front of house siding on Boesel Avenue,9/19/2021 4:00,44.4,2,Riverine,9/16/2021,0,3593220000,12.9969,1.48935,28.6821,0.011934,0.430111,352.866,49,0,-5.53826,1.34853,0.001223,0.433088,0.310379,7.15407
55,Point,40.571498,-74.608461,Mud,Fair: +/- 0.20 ,0.2,Sally Carullo,Stake,NJSOM31436,"Northwest corner of Grove and Cliff Street in Somerville, NJ",NJ,41565,Peters Brook,3,Mud line in lattice deck covering,9/15/2021 4:00,51,0.3,Riverine,9/9/2021,0,4514140000,15.5728,1.53034,28.3563,0.006594,0.430111,46.8548,52,0,-5.4834,1.27656,0.001337,0.469418,0.34815,1.38313
56,Point,40.572134,-74.608689,Seed line,Fair: +/- 0.20 ,0.2,Sally Carullo,Stake,NJSOM31436,"Northwest corner of Grove and Cliff Street in Somerville, NJ",NJ,41566,Peters Brook,3,Seed line on foundation of house on NW corner of Grove St. and Summit St.,9/15/2021 4:00,51.6,0.1,Riverine,9/9/2021,0,9181540000,16.263,1.53034,28.3227,0.005926,0.430111,80.0018,57,0,-6.32905,2.97159,0.000772,0.470091,0.348529,1.2837
57,Point,40.575982,-74.604348,Other (Note in Description box),VP: > 0.40 ,0.4,Sally Carullo,Stake,NJSOM31437,"Sycamore Street and Cadillac Street in Somerville, NJ",NJ,41567,Ross Brook,5,"Washline in yard, difficult to differentiate runoff from HWMs, conferred with property owner for maximum water elevation",9/15/2021 4:00,56.4,0,Riverine,9/9/2021,0,-963259000,17.0301,1.53034,28.3227,0.005926,0.430111,255.1,44,3,-4.38624,1.70434,0.001591,0.472599,0.345324,1.81007
58,Point,40.575041,-74.603822,Debris,Fair: +/- 0.20 ,0.2,Sally Carullo,Stake,NJSOM31437,"Sycamore Street and Cadillac Street in Somerville, NJ",NJ,41568,Ross Brook,3,Debris line in left side of yard of  Demond Place,9/15/2021 4:00,56.5,0,Riverine,9/9/2021,0,-290298000,17.2159,1.49652,28.3227,0.005926,0.430111,11.1877,49,1,-5.81336,3.54723,0.002149,0.471549,0.344569,2.89507
34,Point,40.543643,-74.581137,Mud,Good: +/- 0.10 ,0.1,Sally Carullo,Stake,NJSOM31755,"East Camplain Road in Manville, NJ",NJ,41569,Millstone River,2,Mud line on vinyl fence between houses on East Camplain Road,9/20/2021 4:00,41,0.7,Riverine,9/16/2021,0,-1125120000,13.6002,1.48935,28.6821,0.011934,0.430111,120.949,70,0,-5.53959,1.35033,0.003733,0.435127,0.315401,10.3791
59,Point,40.574887,-74.604793,Debris,Good: +/- 0.10 ,0.1,Sally Carullo,Stake,NJSOM31437,"Sycamore Street and Cadillac Street in Somerville, NJ",NJ,41570,Ross Brook,2,Debris line on yard at right edge of yard on Sycamore St.,9/15/2021 4:00,56.2,0,Riverine,9/9/2021,0,461520000,16.6232,1.53034,28.3227,0.005926,0.430111,309.054,39,2,-3.91158,0.795387,0.001166,0.471669,0.345467,1.7023
35,Point,40.543788,-74.580934,Seed line,Good: +/- 0.10 ,0.1,Sally Carullo,Stake,NJSOM31755,"East Camplain Road in Manville, NJ",NJ,41571,Millstone River,2,Seed line on fence one house down from HWM1,9/20/2021 4:00,41,1.2,Riverine,9/16/2021,0,968067000,13.2643,1.48935,28.6821,0.011934,0.430111,130.952,75,0,-6.24333,2.72785,0.003714,0.435211,0.315228,10.3184
36,Point,40.550045,-74.594826,Mud,Fair: +/- 0.20 ,0.2,Sally Carullo,Not marked,NJSOM31756,"North 10th Avenue and St. John Street in Manville, NJ",NJ,41572,Raritan River,3,Mud line on garage door of condemned house on North 10th Avenue,9/20/2021 4:00,49,0.4,Riverine,9/16/2021,0,394743000,14.4423,1.5096,28.4947,0.009074,0.430111,320.643,32,1,-5.35695,2.24909,0.001402,0.445044,0.330065,9.43855
37,Point,40.550022,-74.595333,Mud,Fair: +/- 0.20 ,0.2,Sally Carullo,Not marked,NJSOM31756,"North 10th Avenue and St. John Street in Manville, NJ",NJ,41573,Raritan River,3,Mud line on white vinyl fence on house at North 10th Avenue at end of driveway. Across street from HWM1.,9/20/2021 4:00,49.6,1.1,Riverine,9/16/2021,0,-1320390000,14.6454,1.5096,28.4947,0.009074,0.430111,356.817,48,1,-5.48618,2.55896,0.001604,0.445161,0.330557,9.98293
38,Point,40.551974,-74.609347,Seed line,Fair: +/- 0.20 ,0.2,Sally Carullo,Tape,NJSOM31760,"Kimberly Road in Hillsborough, NJ",NJ,41574,Dukes Brook,3,Seed line on front door of house on Kimberly Road,9/20/2021 4:00,51.5,5,Riverine,9/17/2021,0,2487910000,13.8121,1.54386,28.4271,0.008092,0.430111,192.353,31,0,-5.72105,1.61887,0.004406,0.450888,0.344682,9.79774
39,Point,40.551451,-74.608948,Seed line,Fair: +/- 0.20 ,0.2,Sally Carullo,Tape,NJSOM31760,"Kimberly Road in Hillsborough, NJ",NJ,41575,Dukes Brook,3,Seed line on house siding,9/20/2021 4:00,51.5,6,Riverine,9/17/2021,0,18281600,13.1255,1.54386,28.4271,0.008092,0.430111,43.8708,20,3,-2.88914,0.381501,0.005009,0.450275,0.344189,10.5529
60,Point,40.57463,-74.614385,Debris,Fair: +/- 0.20 ,0.2,Sally Carullo,Stake,NJSOM31518,"Green Street and Davenport Street in Somerville, NJ",NJ,41576,Peters Brook,3,Debris line in fence across from RM1 on Green St.,9/15/2021 4:00,56.5,0.8,Riverine,9/10/2021,0,4818950000,17.3362,1.53034,28.26,0.00492,0.430111,212.915,60,0,-5.41035,1.18666,0.000977,0.474056,0.354671,1.47234
40,Point,40.562236,-74.54451,Debris,Poor: +/- 0.40 ,0.4,Sally Carullo,Stake,NJSOM31527,"West Second Street in Bound Brook, NJ",NJ,41577,Bound Brook,4,"Mulch line, two sides of small ridge, front yard on Lamont Ave",9/20/2021 4:00,34.7,0,Riverine,9/11/2021,0,-3407840000,10.6732,1.39729,29.0169,0.016098,0.430111,259.711,56,0,-4.1492,0.336261,0.003873,0.442943,0.28399,7.36115
61,Point,40.57433,-74.613217,Debris,Fair: +/- 0.20 ,0.2,Sally Carullo,Stake,NJSOM31518,"Green Street and Davenport Street in Somerville, NJ",NJ,41578,Peters Brook,3,Debris line in hedge row between two houses on Green Street.,9/15/2021 4:00,54.9,0.4,Riverine,9/10/2021,0,5132720000,17.1467,1.53034,28.26,0.00492,0.430111,57.3343,48,0,-4.94023,0.741644,0.00121,0.473447,0.353464,1.32892
62,Point,40.57463,-74.614205,Mud,Poor: +/- 0.40 ,0.4,Sally Carullo,Tape,NJSOM31518,"Green Street and Davenport Street in Somerville, NJ",NJ,41579,Peters Brook,4,Nail in utility pole no. 60400 SV on NE corner of Green and Davenport Streets,9/15/2021 4:00,56.4,0.7,Riverine,9/10/2021,0,-1100250000,17.1316,1.53034,28.26,0.00492,0.430111,210.253,60,147,-0.172811,0.933212,0.001044,0.474006,0.354496,1.60253
41,Point,40.562021,-74.545566,Debris,Fair: +/- 0.20 ,0.2,Sally Carullo,Stake,NJSOM31527,"West Second Street in Bound Brook, NJ",NJ,41580,Bound Brook,3,Not noted,9/20/2021 4:00,35.1,0,Riverine,9/11/2021,0,-4384690000,10.6745,1.39729,28.9107,0.014687,0.430111,81.5301,55,20,-2.17972,0.985193,0.002879,0.443026,0.284948,3.1245
63,Point,40.578282,-74.604681,Debris,Fair: +/- 0.20 ,0.2,Sally Carullo,Stake,NJSOM31519,"Imperial Drive and Seville Drive in Somerville, NJ",NJ,41581,Ross Brook,3,"Debris line in yard on Seville Dr, on right side of house.",9/15/2021 4:00,58.8,0,Riverine,9/10/2021,0,2159480000,18.1737,1.51776,28.3227,0.005926,0.430111,150.262,16,0,-5.2999,1.0626,0.000193,0.474902,0.346258,0.370247
64,Point,40.577577,-74.60484,Debris,Fair: +/- 0.20 ,0.2,Sally Carullo,Stake,NJSOM31519,"Imperial Drive and Seville Drive in Somerville, NJ",NJ,41582,Ross Brook,3,Debris line in front yard of house on Seville Drive.,9/15/2021 4:00,58.7,0,Riverine,9/10/2021,0,4068410000,18.1064,1.51776,28.3227,0.005926,0.430111,92.7758,31,0,-5.97196,2.0802,0.000494,0.474268,0.346222,0.838706
65,Point,40.577916,-74.604105,Other (Note in Description box),Poor: +/- 0.40 ,0.4,Sally Carullo,Other (Note in Description box),NJSOM31519,"Imperial Drive and Seville Drive in Somerville, NJ",NJ,41583,Ross Brook,4,Top of first step to house on Imperial Drive.,9/15/2021 4:00,59.1,0,Riverine,9/10/2021,0,1139930000,18.2485,1.48439,28.3227,0.005926,0.430111,205.782,30,1,-5.66432,3.05707,0.000856,0.474392,0.345605,1.17087
203,Point,40.717588,-73.855781,Seed line,Good: +/- 0.10 ,0.1,Ron Busciolano,Marker,NYQUE31442,"Ingram St., between Yellowstone Blvd. and 68th Ave., Forest Hills, Queens",NY,41584,Flash flooding,2,Seed line on white wall in alley between Ingram St. and Harrow St.,9/29/2021 4:00,39.5,1.05,Riverine,9/14/2021,0,0,17.2675,1.3096,33.7479,0.127449,0.331936,-1,84,46,1.47062,0,0.001262,0.403109,0.140537,17.2674
249,Point,40.816439,-73.823643,Seed line,Fair: +/- 0.20 ,0.2,Ron Busciolano,Marker,NYBRO31256,"Miles Ave., between Graff Ave. and Balcom Ave., Throgs Neck, Bronx",NY,41585,Flash flooding,3,Seed line on fire hydrant on Miles Ave.,9/27/2021 4:00,9.1,1.14,Riverine,9/7/2021,1,2086640000,3.46794,2.01715,33.5172,0.124228,0.331936,204.532,51,24,-1.94554,0.927996,0.015529,0.489328,0.06235,3.4679
250,Point,40.888736,-73.894339,Seed line,Good: +/- 0.10 ,0.1,Ron Busciolano,Marker,NYBRO31266,"West side of Van Cortlandt Park Golf Course and north of the Major Deegan Expy., Van Cortlandt Park, Bronx",NY,41586,Flash flooding,2,"Seed line on back of Empire State trail sign, on light pole, 24 ft west of overpass.",9/27/2021 4:00,16.4,5.9,Riverine,9/8/2021,1,0,6.0194,1.53845,32.4275,0.128616,0.401071,-1,0,22,0.755964,0,0.000951,0.578265,0.109009,6.02687
204,Point,40.711216,-73.779756,Seed line,Fair: +/- 0.20 ,0.2,Ron Busciolano,Tape,NYQUE31313,"Intersection of 182nd St. and 90th Ave., Jamaica, Queens",NY,41588,Flash flooding,3,Seed line on stop sign post.,9/27/2021 4:00,48,0.7,Riverine,9/10/2021,0,0,14.865,1.90402,35.9667,0.186609,0.331936,-1,97,164,2.72642,0,0.003421,0.376097,0.120781,14.0473
205,Point,40.718217,-73.770858,Debris,Poor: +/- 0.40 ,0.4,Ron Busciolano,Marker,NYQUE31326,"Palermo St., between Palo Alto Ave. and Salerno Ave., Holliswood, Queens",NY,41589,Flash flooding,4,Debris line on black fire hydrant.,9/27/2021 4:00,132.8,1.49,Riverine,9/10/2021,0,-1545740000,40.4516,1.97238,35.7892,0.186124,0.331936,223.357,56,4,-3.97783,1.41624,0.007196,0.380384,0.121127,39.4289
146,Point,40.676424,-73.99684,Seed line,Fair: +/- 0.20 ,0.2,Ron Busciolano,Paint,NYKIN31506,"Smith St. between Luquer St. and Nelson St., Carroll Gardens, Brooklyn",NY,41590,Flash flooding,3,"Seed line on green wood wall, about 20 ft north of HWM-1.",9/30/2021 4:00,25.2,1.7,Riverine,9/15/2021,0,1341790000,7.80722,0.578819,31.6878,0.105253,0.400435,152.532,80,0,-5.93749,2.00978,0.001825,0.402281,0.076512,7.42612
147,Point,40.677963,-73.988262,Seed line,Fair: +/- 0.20 ,0.2,Ron Busciolano,Marker,NYKIN31512,"Intersection of Carroll St. and Nevins St., Gowanus, Brooklyn",NY,41591,Flash flooding,3,Seed line on construction wall.,9/30/2021 4:00,10.7,1.1,Riverine,9/15/2021,0,1010390000,3.00217,0.589446,31.6717,0.107129,0.400435,342.562,100,0,-4.81729,0.655856,0.000876,0.401404,0.080314,2.9522
251,Point,40.83299,-73.833706,Seed line,Poor: +/- 0.40 ,0.4,Ron Busciolano,Not marked,NYBRO31263,"Balcom Ave., between Whittemore Ave. and Gifford Ave., in Old St Raymonds Cemetery, Schuylerville, Bronx",NY,41593,Flash flooding,4,Seed line directly under the top lip of retaining wall.,9/8/2021 4:00,17.9,2,Riverine,9/8/2021,1,1053870000,8.0459,2.02053,33.4018,0.12238,0.331936,232.562,23,0,-4.42545,0.443247,0.008079,0.508006,0.063824,7.8572
252,Point,40.846576,-73.856007,Debris,Good: +/- 0.10 ,0.1,Ron Busciolano,Not marked,NYBRO31438,"Intersection of Radcliff Ave. and Van Nest Ave., on garage door of home, Morris Park, Bronx",NY,41594,Flash flooding,2,Debris stuck in white PVC trim on the left side of garage door.,9/14/2021 4:00,61.6,1.29,Riverine,9/14/2021,0,-1036810000,19.7019,1.74001,33.1068,0.122293,0.331936,105.231,88,5,-2.35264,0.334649,0.013348,0.527196,0.076073,19.8129
206,Point,40.737948,-73.900688,Seed line,Good: +/- 0.10 ,0.1,Ron Busciolano,Marker,NYQUE31630,"65th St, between 48th Ave. and 50th Ave., Maspeth, Queens",NY,41595,Flash flooding,2,Seed line at south side of garage entrance to home.,9/22/2021 4:00,32.6,4.32,Riverine,9/16/2021,0,156549000,10.9583,0.979423,32.7473,0.105642,0.400435,84.9993,86,197,0.922377,0.417619,0.011135,0.435023,0.166576,10.9587
207,Point,40.737888,-73.900686,Seed line,Good: +/- 0.10 ,0.1,Ron Busciolano,Marker,NYQUE31630,"65th St, between 48th Ave. and 50th Ave., Maspeth, Queens",NY,41597,Flash flooding,2,Seed line on north side of garage entrance to home.,9/22/2021 4:00,32.5,4.45,Riverine,9/16/2021,0,156549000,10.9583,0.979423,32.7473,0.105642,0.400435,84.9993,86,197,0.922377,0.417619,0.011084,0.434964,0.166518,10.9587
148,Point,40.612264,-73.964591,Seed line,Fair: +/- 0.20 ,0.2,Ron Busciolano,Marker,NYKIN31714,"Avenue O, between East 9th St. and East 8th St., Midwood, Brooklyn",NY,41598,Flash flooding,3,Seed line on end pole of green chain-link fence at East 9th St and Ave O.,10/18/2021 4:00,31.5,1.28,Riverine,9/13/2021,0,-657949000,8.8759,0.773089,32.9035,0.110366,0.243375,157.952,82,12,-1.42995,0.28818,0.004681,0.33173,0.038578,8.86301
149,Point,40.673379,-73.985991,Seed line,Fair: +/- 0.20 ,0.2,Ron Busciolano,Marker,NYKIN31635,"4th Ave., between 3rd St. and 5th St., Gowanus, Brooklyn",NY,41603,Flash flooding,3,Seed line on lamp post near trail.,10/18/2021 4:00,23.2,1.16,Riverine,9/17/2021,0,-1020920000,8.2793,0.589446,31.8941,0.108332,0.400435,289.951,79,5,-3.24911,0.820162,0.005054,0.396372,0.076701,8.36313
150,Point,40.670679,-73.986159,Seed line,Fair: +/- 0.20 ,0.2,Ron Busciolano,Marker,NYKIN31636,"7th St., between 5th Ave. and 4th Ave., Park Slope, Brooklyn",NY,41605,Flash flooding,3,Seed line on black door.,3/14/2023 4:00,44.2,1.28,Riverine,9/17/2021,0,-321311000,12.4209,0.628832,31.8941,0.108332,0.400435,341.612,94,95,-1.64957,2.64891,0.006654,0.393822,0.074111,13.1729
151,Point,40.674235,-73.984631,Seed line,Good: +/- 0.10 ,0.1,Ron Busciolano,Marker,NYKIN31634,"2nd St., between 4th Ave. and 5th Ave., Park Slope, Brooklyn",NY,41608,Flash flooding,2,Seed line on tan mailbox.,9/28/2021 4:00,30.6,1.27,Riverine,9/17/2021,0,31008100,8.3859,0.589446,31.8941,0.108332,0.400435,321.943,99,24,-1.69965,0.725725,0.005557,0.396822,0.077978,8.48023
152,Point,40.667135,-73.973127,Seed line,Good: +/- 0.10 ,0.1,Ron Busciolano,Marker,NYKIN31638,"Between Prospect Park West and West Drive, east of 4th St., near 3rd St. playground, Prospect Park, Brooklyn",NY,41610,Flash flooding,2,Seed line on lamp post near playground entrance.,9/28/2021 4:00,149.9,3.23,Riverine,9/17/2021,0,573211000,45.975,0.654098,31.9193,0.110312,0.400435,58.4392,0,7,-5.1296,7.13349,0.019075,0.386835,0.076374,47.3733
208,Point,40.687954,-73.911282,Mud,Poor: +/- 0.40 ,0.4,Ron Busciolano,Marker,NYKIN31278,"Evergreen Ave., between Eldert St. and Covert St., Bushwick, Brooklyn",NY,41612,Flash flooding,4,Mud line at base of lamp post.,10/20/2021 4:00,36.3,0.9,Riverine,9/9/2021,0,-476643000,11.5287,0.895223,32.6505,0.124579,0.400435,250.89,95,1,-3.19141,0.258074,0.000549,0.389863,0.11548,11.515
209,Point,40.695028,-73.91538,Seed line,Good: +/- 0.10 ,0.1,Ron Busciolano,Nail and HWM tag,NYKIN31281,"Intersection of Wilson Ave. and Palmetto St., Bushwick, Brooklyn",NY,41614,Flash flooding,2,Seed line on first tree east of intersection of Palmetto St. and Wilson Ave.,10/20/2021 4:00,31.5,3.04,Riverine,9/9/2021,0,-40331500,11.3584,0.897508,32.5192,0.120627,0.400435,187.518,89,215,1.18141,0.351619,0.000023,0.39779,0.121559,11.3571
